EntityName,EntityProperty,EntityPropertyType,ViewModelType,ViewModelProperty,ViewModelPropertyType,MappingStatus,Notes
Staff,Permissions,List<string>,StaffAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Notes,string?,StaffAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Payments,IReadOnlyCollection<Payment>,StaffAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Receipts,IReadOnlyCollection<Receipt>,StaffAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Visits,IReadOnlyCollection<Visit>,StaffAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,FollowUps,IReadOnlyCollection<FollowUp>,StaffAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,EmployeeId,string,StaffActivityVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,FirstName,string,StaffActivityVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,LastName,string,StaffActivityVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Position,string,StaffActivityVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Department,string,StaffActivityVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Phone,Phone,StaffActivityVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Email,string,StaffActivityVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,HireDate,DateTime,StaffActivityVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,IsActive,bool,StaffActivityVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Salary,decimal?,StaffActivityVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Permissions,List<string>,StaffActivityVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Notes,string?,StaffActivityVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Payments,IReadOnlyCollection<Payment>,StaffActivityVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Receipts,IReadOnlyCollection<Receipt>,StaffActivityVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Visits,IReadOnlyCollection<Visit>,StaffActivityVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,FollowUps,IReadOnlyCollection<FollowUp>,StaffActivityVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,,,StaffActivityVM (General),ActivityType,StaffActivityType,MissingInEntity,Property exists in ViewModel but not in entity
Staff,,,StaffActivityVM (General),ActivityId,Guid,MissingInEntity,Property exists in ViewModel but not in entity
Staff,,,StaffActivityVM (General),Description,string,MissingInEntity,Property exists in ViewModel but not in entity
Staff,,,StaffActivityVM (General),Amount,decimal,MissingInEntity,Property exists in ViewModel but not in entity
Staff,,,StaffActivityVM (General),Date,DateTime,MissingInEntity,Property exists in ViewModel but not in entity
Staff,,,StaffActivityVM (General),RelatedEntityId,Guid,MissingInEntity,Property exists in ViewModel but not in entity
Staff,,,StaffActivityVM (General),RelatedEntityType,RelatedEntityType,MissingInEntity,Property exists in ViewModel but not in entity
Staff,EmployeeId,string,StaffPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,FirstName,string,StaffPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,LastName,string,StaffPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Position,string,StaffPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Department,string,StaffPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Phone,Phone,StaffPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Email,string,StaffPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,HireDate,DateTime,StaffPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,IsActive,bool,StaffPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Salary,decimal?,StaffPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Permissions,List<string>,StaffPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Notes,string?,StaffPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Payments,IReadOnlyCollection<Payment>,StaffPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Receipts,IReadOnlyCollection<Receipt>,StaffPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Visits,IReadOnlyCollection<Visit>,StaffPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,FollowUps,IReadOnlyCollection<FollowUp>,StaffPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,,,StaffPerformanceVM (General),StaffId,Guid,MissingInEntity,Property exists in ViewModel but not in entity
Staff,,,StaffPerformanceVM (General),FromDate,DateTime,MissingInEntity,Property exists in ViewModel but not in entity
Staff,,,StaffPerformanceVM (General),ToDate,DateTime,MissingInEntity,Property exists in ViewModel but not in entity
Staff,,,StaffPerformanceVM (General),TotalPaymentsProcessed,int,Derived,Computed/derived property
Staff,,,StaffPerformanceVM (General),TotalAmountCollected,decimal,Derived,Computed/derived property
Staff,,,StaffPerformanceVM (General),TotalVisitsConducted,int,Derived,Computed/derived property
Staff,,,StaffPerformanceVM (General),TotalFollowUpsCompleted,int,Derived,Computed/derived property
Staff,,,StaffPerformanceVM (General),AveragePaymentAmount,decimal,MissingInEntity,Property exists in ViewModel but not in entity
Staff,,,StaffPerformanceVM (General),VisitToPaymentRatio,decimal,MissingInEntity,Property exists in ViewModel but not in entity
Staff,,,StaffPerformanceVM (General),FollowUpCompletionRate,decimal,MissingInEntity,Property exists in ViewModel but not in entity
Staff,EmployeeId,string,StaffVisitPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,FirstName,string,StaffVisitPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,LastName,string,StaffVisitPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Position,string,StaffVisitPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Department,string,StaffVisitPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Phone,Phone,StaffVisitPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Email,string,StaffVisitPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,HireDate,DateTime,StaffVisitPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,IsActive,bool,StaffVisitPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Salary,decimal?,StaffVisitPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Permissions,List<string>,StaffVisitPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Notes,string?,StaffVisitPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Payments,IReadOnlyCollection<Payment>,StaffVisitPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Receipts,IReadOnlyCollection<Receipt>,StaffVisitPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Visits,IReadOnlyCollection<Visit>,StaffVisitPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,FollowUps,IReadOnlyCollection<FollowUp>,StaffVisitPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,,,StaffVisitPerformanceVM (General),StaffId,Guid,MissingInEntity,Property exists in ViewModel but not in entity
Staff,,,StaffVisitPerformanceVM (General),TotalVisits,int,Derived,Computed/derived property
Staff,,,StaffVisitPerformanceVM (General),CompletedVisits,int,MissingInEntity,Property exists in ViewModel but not in entity
Staff,,,StaffVisitPerformanceVM (General),CancelledVisits,int,MissingInEntity,Property exists in ViewModel but not in entity
Staff,,,StaffVisitPerformanceVM (General),NoShowVisits,int,MissingInEntity,Property exists in ViewModel but not in entity
Staff,,,StaffVisitPerformanceVM (General),AverageVisitDuration,double,MissingInEntity,Property exists in ViewModel but not in entity
Staff,,,StaffVisitPerformanceVM (General),VisitsWithPayments,int,MissingInEntity,Property exists in ViewModel but not in entity
Staff,,,StaffVisitPerformanceVM (General),TotalAmountCollected,decimal,Derived,Computed/derived property
Staff,,,StaffVisitPerformanceVM (General),SuccessRate,decimal,MissingInEntity,Property exists in ViewModel but not in entity
Staff,,,StaffVisitPerformanceVM (General),PaymentConversionRate,decimal,MissingInEntity,Property exists in ViewModel but not in entity
Staff,EmployeeId,string,StaffScheduleVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,FirstName,string,StaffScheduleVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,LastName,string,StaffScheduleVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Position,string,StaffScheduleVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Department,string,StaffScheduleVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Phone,Phone,StaffScheduleVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Email,string,StaffScheduleVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,HireDate,DateTime,StaffScheduleVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,IsActive,bool,StaffScheduleVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Salary,decimal?,StaffScheduleVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Permissions,List<string>,StaffScheduleVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Notes,string?,StaffScheduleVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Payments,IReadOnlyCollection<Payment>,StaffScheduleVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Receipts,IReadOnlyCollection<Receipt>,StaffScheduleVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Visits,IReadOnlyCollection<Visit>,StaffScheduleVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,FollowUps,IReadOnlyCollection<FollowUp>,StaffScheduleVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,,,StaffScheduleVM (General),ActivityType,StaffActivityType,MissingInEntity,Property exists in ViewModel but not in entity
Staff,,,StaffScheduleVM (General),ActivityId,Guid,MissingInEntity,Property exists in ViewModel but not in entity
Staff,,,StaffScheduleVM (General),Description,string,MissingInEntity,Property exists in ViewModel but not in entity
Staff,,,StaffScheduleVM (General),StartTime,DateTime,MissingInEntity,Property exists in ViewModel but not in entity
Staff,,,StaffScheduleVM (General),EndTime,DateTime,MissingInEntity,Property exists in ViewModel but not in entity
Staff,,,StaffScheduleVM (General),Location,string?,MissingInEntity,Property exists in ViewModel but not in entity
Staff,,,StaffScheduleVM (General),Status,string,MissingInEntity,Property exists in ViewModel but not in entity
Visit,CustomerId,Guid,VisitCreateVM (Create),CustomerId,Guid,Matched,
Visit,StaffId,Guid,VisitCreateVM (Create),StaffId,Guid,Matched,
Visit,VisitDate,DateTime,VisitCreateVM (Create),VisitDate,DateTime,Matched,
Visit,Purpose,string,VisitCreateVM (Create),Purpose,string,Matched,
Visit,Notes,string?,VisitCreateVM (Create),Notes,string?,Matched,
Visit,Outcome,string?,VisitCreateVM (Create),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,NextVisitDate,DateTime?,VisitCreateVM (Create),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Duration,TimeSpan?,VisitCreateVM (Create),Duration,TimeSpan?,Matched,
Visit,VisitType,string?,VisitCreateVM (Create),VisitType,string,Matched,
Visit,Location,string?,VisitCreateVM (Create),Location,string?,Matched,
Visit,Status,VisitStatus,VisitCreateVM (Create),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Customer,Customer?,VisitCreateVM (Create),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Staff,Staff?,VisitCreateVM (Create),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,,,VisitCreateVM (Create),DurationHours,int,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,VisitCreateVM (Create),DurationMinutes,int,MissingInEntity,Property exists in ViewModel but not in entity
Visit,CustomerId,Guid,VisitUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,StaffId,Guid,VisitUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,VisitDate,DateTime,VisitUpdateVM (Update),VisitDate,DateTime?,Matched,
Visit,Purpose,string,VisitUpdateVM (Update),Purpose,string?,Matched,
Visit,Notes,string?,VisitUpdateVM (Update),Notes,string?,Matched,
Visit,Outcome,string?,VisitUpdateVM (Update),Outcome,string?,Matched,
Visit,NextVisitDate,DateTime?,VisitUpdateVM (Update),NextVisitDate,DateTime?,Matched,
Visit,Duration,TimeSpan?,VisitUpdateVM (Update),Duration,TimeSpan?,Matched,
Visit,VisitType,string?,VisitUpdateVM (Update),VisitType,string?,Matched,
Visit,Location,string?,VisitUpdateVM (Update),Location,string?,Matched,
Visit,Status,VisitStatus,VisitUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Customer,Customer?,VisitUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Staff,Staff?,VisitUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,,,VisitUpdateVM (Update),Id,Guid,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,VisitUpdateVM (Update),DurationHours,int?,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,VisitUpdateVM (Update),DurationMinutes,int?,MissingInEntity,Property exists in ViewModel but not in entity
Visit,CustomerId,Guid,VisitDetailVM (Detail),CustomerId,Guid,Matched,
Visit,StaffId,Guid,VisitDetailVM (Detail),StaffId,Guid,Matched,
Visit,VisitDate,DateTime,VisitDetailVM (Detail),VisitDate,DateTime,Matched,
Visit,Purpose,string,VisitDetailVM (Detail),Purpose,string,Matched,
Visit,Notes,string?,VisitDetailVM (Detail),Notes,string?,Matched,
Visit,Outcome,string?,VisitDetailVM (Detail),Outcome,string?,Matched,
Visit,NextVisitDate,DateTime?,VisitDetailVM (Detail),NextVisitDate,DateTime?,Matched,
Visit,Duration,TimeSpan?,VisitDetailVM (Detail),Duration,TimeSpan?,Matched,
Visit,VisitType,string?,VisitDetailVM (Detail),VisitType,string?,Matched,
Visit,Location,string?,VisitDetailVM (Detail),Location,string?,Matched,
Visit,Status,VisitStatus,VisitDetailVM (Detail),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Customer,Customer?,VisitDetailVM (Detail),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Staff,Staff?,VisitDetailVM (Detail),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,,,VisitDetailVM (Detail),Id,Guid,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,VisitDetailVM (Detail),CustomerName,string,Derived,Computed/derived property
Visit,,,VisitDetailVM (Detail),StaffName,string,Derived,Computed/derived property
Visit,,,VisitDetailVM (Detail),DurationHours,int?,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,VisitDetailVM (Detail),DurationMinutes,int?,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,VisitDetailVM (Detail),CreatedAt,DateTime,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,VisitDetailVM (Detail),UpdatedAt,DateTime?,MissingInEntity,Property exists in ViewModel but not in entity
Visit,CustomerId,Guid,VisitListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,StaffId,Guid,VisitListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,VisitDate,DateTime,VisitListVM (List),VisitDate,DateTime,Matched,
Visit,Purpose,string,VisitListVM (List),Purpose,string,Matched,
Visit,Notes,string?,VisitListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Outcome,string?,VisitListVM (List),Outcome,string?,Matched,
Visit,NextVisitDate,DateTime?,VisitListVM (List),NextVisitDate,DateTime?,Matched,
Visit,Duration,TimeSpan?,VisitListVM (List),Duration,TimeSpan?,Matched,
Visit,VisitType,string?,VisitListVM (List),VisitType,string?,Matched,
Visit,Location,string?,VisitListVM (List),Location,string?,Matched,
Visit,Status,VisitStatus,VisitListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Customer,Customer?,VisitListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Staff,Staff?,VisitListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,,,VisitListVM (List),Id,Guid,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,VisitListVM (List),CustomerName,string,Derived,Computed/derived property
Visit,,,VisitListVM (List),StaffName,string,Derived,Computed/derived property
Visit,,,VisitListVM (List),DurationHours,int?,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,VisitListVM (List),DurationMinutes,int?,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,VisitListVM (List),CreatedAt,DateTime,MissingInEntity,Property exists in ViewModel but not in entity
Visit,CustomerId,Guid,VisitAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,StaffId,Guid,VisitAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,VisitDate,DateTime,VisitAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Purpose,string,VisitAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Notes,string?,VisitAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Outcome,string?,VisitAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,NextVisitDate,DateTime?,VisitAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Duration,TimeSpan?,VisitAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,VisitType,string?,VisitAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Location,string?,VisitAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Status,VisitStatus,VisitAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Customer,Customer?,VisitAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Staff,Staff?,VisitAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,CustomerId,Guid,VisitEffectivenessVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,StaffId,Guid,VisitEffectivenessVM (General),StaffId,Guid,Matched,
Visit,VisitDate,DateTime,VisitEffectivenessVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Purpose,string,VisitEffectivenessVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Notes,string?,VisitEffectivenessVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Outcome,string?,VisitEffectivenessVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,NextVisitDate,DateTime?,VisitEffectivenessVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Duration,TimeSpan?,VisitEffectivenessVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,VisitType,string?,VisitEffectivenessVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Location,string?,VisitEffectivenessVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Status,VisitStatus,VisitEffectivenessVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Customer,Customer?,VisitEffectivenessVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Staff,Staff?,VisitEffectivenessVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,,,VisitEffectivenessVM (General),TotalVisits,int,Derived,Computed/derived property
Visit,,,VisitEffectivenessVM (General),VisitsWithPayments,int,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,VisitEffectivenessVM (General),TotalAmountFromVisits,decimal,Derived,Computed/derived property
Visit,,,VisitEffectivenessVM (General),ConversionRate,decimal,MissingInEntity,Property exists in ViewModel but not in entity
Visit,CustomerId,Guid,CustomerVisitPatternVM (General),CustomerId,Guid,Matched,
Visit,StaffId,Guid,CustomerVisitPatternVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,VisitDate,DateTime,CustomerVisitPatternVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Purpose,string,CustomerVisitPatternVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Notes,string?,CustomerVisitPatternVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Outcome,string?,CustomerVisitPatternVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,NextVisitDate,DateTime?,CustomerVisitPatternVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Duration,TimeSpan?,CustomerVisitPatternVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,VisitType,string?,CustomerVisitPatternVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Location,string?,CustomerVisitPatternVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Status,VisitStatus,CustomerVisitPatternVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Customer,Customer?,CustomerVisitPatternVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Staff,Staff?,CustomerVisitPatternVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,,,CustomerVisitPatternVM (General),TotalVisits,int,Derived,Computed/derived property
Visit,,,CustomerVisitPatternVM (General),AverageVisitsPerMonth,decimal,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,CustomerVisitPatternVM (General),LastVisitDate,DateTime?,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,CustomerVisitPatternVM (General),VisitFrequency,double,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,CustomerVisitPatternVM (General),PreferredVisitDays,List<string>,MissingInEntity,Property exists in ViewModel but not in entity
Visit,CustomerId,Guid,VisitOutcomeAnalysisVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,StaffId,Guid,VisitOutcomeAnalysisVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,VisitDate,DateTime,VisitOutcomeAnalysisVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Purpose,string,VisitOutcomeAnalysisVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Notes,string?,VisitOutcomeAnalysisVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Outcome,string?,VisitOutcomeAnalysisVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,NextVisitDate,DateTime?,VisitOutcomeAnalysisVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Duration,TimeSpan?,VisitOutcomeAnalysisVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,VisitType,string?,VisitOutcomeAnalysisVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Location,string?,VisitOutcomeAnalysisVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Status,VisitStatus,VisitOutcomeAnalysisVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Customer,Customer?,VisitOutcomeAnalysisVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Staff,Staff?,VisitOutcomeAnalysisVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,,,VisitOutcomeAnalysisVM (General),FromDate,DateTime,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,VisitOutcomeAnalysisVM (General),ToDate,DateTime,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,VisitOutcomeAnalysisVM (General),TotalVisits,int,Derived,Computed/derived property
Visit,,,VisitOutcomeAnalysisVM (General),SuccessfulVisits,int,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,VisitOutcomeAnalysisVM (General),FollowUpRequired,int,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,VisitOutcomeAnalysisVM (General),NoShowVisits,int,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,VisitOutcomeAnalysisVM (General),OutcomeBreakdown,"Dictionary<string, int>",MissingInEntity,Property exists in ViewModel but not in entity
Visit,CustomerId,Guid,StaffVisitPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,StaffId,Guid,StaffVisitPerformanceVM (General),StaffId,Guid,Matched,
Visit,VisitDate,DateTime,StaffVisitPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Purpose,string,StaffVisitPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Notes,string?,StaffVisitPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Outcome,string?,StaffVisitPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,NextVisitDate,DateTime?,StaffVisitPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Duration,TimeSpan?,StaffVisitPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,VisitType,string?,StaffVisitPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Location,string?,StaffVisitPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Status,VisitStatus,StaffVisitPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Customer,Customer?,StaffVisitPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Staff,Staff?,StaffVisitPerformanceVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,,,StaffVisitPerformanceVM (General),TotalVisits,int,Derived,Computed/derived property
Visit,,,StaffVisitPerformanceVM (General),CompletedVisits,int,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,StaffVisitPerformanceVM (General),CancelledVisits,int,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,StaffVisitPerformanceVM (General),NoShowVisits,int,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,StaffVisitPerformanceVM (General),AverageVisitDuration,double,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,StaffVisitPerformanceVM (General),VisitsWithPayments,int,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,StaffVisitPerformanceVM (General),TotalAmountCollected,decimal,Derived,Computed/derived property
Visit,,,StaffVisitPerformanceVM (General),SuccessRate,decimal,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,StaffVisitPerformanceVM (General),PaymentConversionRate,decimal,MissingInEntity,Property exists in ViewModel but not in entity
Visit,CustomerId,Guid,VisitRouteVM (General),CustomerId,Guid,Matched,
